Haploinsufficiency,Embryo Cut Rate,Generations to 99% drive-carrying individuals
0.52,0.26,15.8
0.52,0.28,15.7
0.52,0.3,16
0.52,0.32,15.9
0.52,0.34,15.8
0.52,0.36,16
0.52,0.38,15.9
0.52,0.4,16
0.52,0.42,16
0.52,0.44,16.1
0.52,0.46,16.1
0.52,0.48,16.2
0.52,0.5,16.1
0.52,0.52,16.4
0.52,0.54,16.6
0.52,0.56,16.5
0.52,0.58,16.3
0.52,0.6,16.7
0.52,0.62,16.7
0.52,0.64,16.8
0.52,0.66,16.9
0.52,0.68,17.2
0.52,0.7,17.5
0.52,0.72,17.5
0.52,0.74,17.6
0.52,0.76,18
0.52,0.78,17.9
0.52,0.8,18.5
0.52,0.82,18.9
0.52,0.84,18.8
0.52,0.86,19.7
0.52,0.88,19.7
0.52,0.9,21
0.52,0.92,20.5
0.52,0.94,22.2
0.52,0.96,22.2
0.52,0.98,23.333
0.52,1,24
0.5,0,16
0.5,0.02,15.9
0.5,0.04,16
0.5,0.06,15.9
0.5,0.08,15.8
0.5,0.1,15.4
0.5,0.12,15.7
0.5,0.14,15.9
0.5,0.16,15.8
0.5,0.18,15.9
0.5,0.2,15.6
0.5,0.22,15.7
0.5,0.24,15.7
0.5,0.26,15.7
0.5,0.28,15.8
0.5,0.3,15.9
0.5,0.32,15.7
0.5,0.34,16
0.5,0.36,15.7
0.5,0.38,15.6
0.5,0.4,15.7
0.5,0.42,15.6
0.5,0.44,15.6
0.5,0.46,16
0.5,0.48,15.8
0.5,0.5,16
0.5,0.52,16.2
0.5,0.54,16.1
0.5,0.56,16.1
0.5,0.58,16.1
0.5,0.6,16.2
0.5,0.62,16.3
0.5,0.64,16.5
0.5,0.66,16.5
0.5,0.68,16.8
0.5,0.7,16.9
0.5,0.72,17.1
0.5,0.74,17
0.5,0.76,16.9
0.5,0.78,16.9
0.5,0.8,17.6
0.5,0.82,17.7
0.5,0.84,18.1
0.5,0.86,18.1
0.5,0.88,18.8
0.5,0.9,19
0.5,0.92,18.2
0.5,0.94,20
0.5,0.96,20.3
0.5,0.98,20.1
0.5,1,20.4
0.48,0,16
0.48,0.02,15.9
0.48,0.04,16.1
0.48,0.06,16
0.48,0.08,15.9
0.48,0.1,16.1
0.48,0.12,15.9
0.48,0.14,16
0.48,0.16,15.9
0.48,0.18,16
0.48,0.2,15.7
0.48,0.22,15.9
0.48,0.24,15.7
0.48,0.26,15.9
0.48,0.28,15.6
0.48,0.3,15.9
0.48,0.32,15.9
0.48,0.34,15.8
0.48,0.36,15.8
0.48,0.38,15.4
0.48,0.4,15.9
0.48,0.42,15.8
0.48,0.44,15.7
0.48,0.46,16
0.48,0.48,15.9
0.48,0.5,16
0.48,0.52,15.8
0.48,0.54,16
0.48,0.56,15.9
0.48,0.58,15.8
0.48,0.6,15.7
0.48,0.62,16.1
0.48,0.64,16
0.48,0.66,16.3
0.48,0.68,16.1
0.48,0.7,16.3
0.48,0.72,16.5
0.48,0.74,16.7
0.48,0.76,16.3
0.48,0.78,16.5
0.48,0.8,16.4
0.48,0.82,17.3
0.48,0.84,16.9
0.48,0.86,16.7
0.48,0.88,17.1
0.48,0.9,17.6
0.48,0.92,17.7
0.48,0.94,18
0.48,0.96,18.5
0.48,0.98,18.2
0.48,1,18.3
0.46,0,16
0.46,0.02,16
0.46,0.04,16.1
0.46,0.06,16.1
0.46,0.08,16.2
0.46,0.1,16
0.46,0.12,16.1
0.46,0.14,16.1
0.46,0.16,16
0.46,0.18,15.9
0.46,0.2,15.8
0.46,0.22,16
0.46,0.24,15.9
0.46,0.26,15.8
0.46,0.28,15.9
0.46,0.3,15.9
0.46,0.32,15.8
0.46,0.34,15.8
0.46,0.36,15.8
0.46,0.38,15.7
0.46,0.4,15.4
0.46,0.42,16
0.46,0.44,15.8
0.46,0.46,15.8
0.46,0.48,15.9
0.46,0.5,16
0.46,0.52,15.6
0.46,0.54,15.7
0.46,0.56,15.8
0.46,0.58,15.8
0.46,0.6,16
0.46,0.62,15.7
0.46,0.64,15.7
0.46,0.66,15.9
0.46,0.68,15.9
0.46,0.7,15.8
0.46,0.72,15.9
0.46,0.74,16
0.46,0.76,16.1
0.46,0.78,16.2
0.46,0.8,16.1
0.46,0.82,16.2
0.46,0.84,16.1
0.46,0.86,16.6
0.46,0.88,16.2
0.46,0.9,16.2
0.46,0.92,16.4
0.46,0.94,16.6
0.46,0.96,17
0.46,0.98,17.2
0.46,1,16.9
0.44,0,16.4
0.44,0.02,16.4
0.44,0.04,16.3
0.44,0.06,16.3
0.44,0.08,16.2
0.44,0.1,16.1
0.44,0.12,16.2
0.44,0.14,16
0.44,0.16,16
0.44,0.18,16.1
0.44,0.2,16.1
0.44,0.22,16
0.44,0.24,15.9
0.44,0.26,16
0.44,0.28,16
0.44,0.3,16
0.44,0.32,15.9
0.44,0.34,15.7
0.44,0.36,15.6
0.44,0.38,15.8
0.44,0.4,15.8
0.44,0.42,15.7
0.44,0.44,15.6
0.44,0.46,15.8
0.44,0.48,15.3
0.44,0.5,15.6
0.44,0.52,15.6
0.44,0.54,15.5
0.44,0.56,15.7
0.44,0.58,15.6
0.44,0.6,15.6
0.44,0.62,15.6
0.44,0.64,15.6
0.44,0.66,15.7
0.44,0.68,15.3
0.44,0.7,15.4
0.44,0.72,15.8
0.44,0.74,15.6
0.44,0.76,15.6
0.44,0.78,15.8
0.44,0.8,15.8
0.44,0.82,15.3
0.44,0.84,15.6
0.44,0.86,15.7
0.44,0.88,15.7
0.44,0.9,16
0.44,0.92,16
0.44,0.94,15.7
0.44,0.96,16.1
0.44,0.98,16
0.44,1,16
0.42,0,16.8
0.42,0.02,16.8
0.42,0.04,16.4
0.42,0.06,16.5
0.42,0.08,16.3
0.42,0.1,16.2
0.42,0.12,16.5
0.42,0.14,16.3
0.42,0.16,16.2
0.42,0.18,16
0.42,0.2,16
0.42,0.22,16
0.42,0.24,15.9
0.42,0.26,16.1
0.42,0.28,16
0.42,0.3,15.8
0.42,0.32,16
0.42,0.34,15.8
0.42,0.36,15.6
0.42,0.38,15.9
0.42,0.4,15.7
0.42,0.42,15.6
0.42,0.44,15.5
0.42,0.46,15.5
0.42,0.48,15.6
0.42,0.5,15.4
0.42,0.52,15.3
0.42,0.54,15.2
0.42,0.56,15.3
0.42,0.58,15.1
0.42,0.6,15.5
0.42,0.62,15.5
0.42,0.64,15.2
0.42,0.66,15.1
0.42,0.68,15.3
0.42,0.7,15.4
0.42,0.72,15.3
0.42,0.74,15.1
0.42,0.76,15.2
0.42,0.78,15.1
0.42,0.8,15
0.42,0.82,15.1
0.42,0.84,15.3
0.42,0.86,15.1
0.42,0.88,14.9
0.42,0.9,15.2
0.42,0.92,15
0.42,0.94,15.1
0.42,0.96,15.3
0.42,0.98,15.2
0.42,1,15.5
0.4,0,17
0.4,0.02,16.9
0.4,0.04,16.8
0.4,0.06,16.7
0.4,0.08,16.7
0.4,0.1,16.2
0.4,0.12,16.6
0.4,0.14,16.5
0.4,0.16,16.3
0.4,0.18,16.1
0.4,0.2,16.2
0.4,0.22,16.1
0.4,0.24,15.9
0.4,0.26,16
0.4,0.28,16.1
0.4,0.3,16
0.4,0.32,16
0.4,0.34,15.7
0.4,0.36,15.9
0.4,0.38,15.8
0.4,0.4,15.7
0.4,0.42,15.9
0.4,0.44,15.2
0.4,0.46,15.5
0.4,0.48,15.6
0.4,0.5,15.7
0.4,0.52,15.3
0.4,0.54,15.4
0.4,0.56,15.2
0.4,0.58,15.1
0.4,0.6,15.2
0.4,0.62,15
0.4,0.64,15
0.4,0.66,14.9
0.4,0.68,15
0.4,0.7,15
0.4,0.72,15
0.4,0.74,14.9
0.4,0.76,14.8
0.4,0.78,14.9
0.4,0.8,14.8
0.4,0.82,14.7
0.4,0.84,14.7
0.4,0.86,14.9
0.4,0.88,14.9
0.4,0.9,14.8
0.4,0.92,14.6
0.4,0.94,14.6
0.4,0.96,15
0.4,0.98,14.6
0.4,1,14.4
0.38,0,17.3
0.38,0.02,17
0.38,0.04,17
0.38,0.06,16.9
0.38,0.08,17.1
0.38,0.1,16.9
0.38,0.12,17
0.38,0.14,16.6
0.38,0.16,16.4
0.38,0.18,16.4
0.38,0.2,16.4
0.38,0.22,16.2
0.38,0.24,16
0.38,0.26,16
0.38,0.28,16
0.38,0.3,15.9
0.38,0.32,16
0.38,0.34,16
0.38,0.36,15.6
0.38,0.38,15.7
0.38,0.4,15.5
0.38,0.42,15.5
0.38,0.44,15.4
0.38,0.46,15
0.38,0.48,15.2
0.38,0.5,15.1
0.38,0.52,15.3
0.38,0.54,15
0.38,0.56,15
0.38,0.58,15
0.38,0.6,14.9
0.38,0.62,15
0.38,0.64,15
0.38,0.66,15
0.38,0.68,14.9
0.38,0.7,15
0.38,0.72,15
0.38,0.74,14.7
0.38,0.76,14.7
0.38,0.78,14.8
0.38,0.8,14.6
0.38,0.82,14.4
0.38,0.84,14.5
0.38,0.86,14.4
0.38,0.88,14.2
0.38,0.9,14.2
0.38,0.92,14.5
0.38,0.94,14.2
0.38,0.96,14.2
0.38,0.98,14
0.38,1,14.1
0.36,0,17.6
0.36,0.02,17.2
0.36,0.04,17.3
0.36,0.06,17.1
0.36,0.08,16.9
0.36,0.1,16.9
0.36,0.12,16.9
0.36,0.14,16.6
0.36,0.16,16.8
0.36,0.18,16.8
0.36,0.2,16.5
0.36,0.22,16.3
0.36,0.24,16.1
0.36,0.26,16
0.36,0.28,16
0.36,0.3,16
0.36,0.32,15.7
0.36,0.34,15.9
0.36,0.36,15.7
0.36,0.38,15.7
0.36,0.4,15.9
0.36,0.42,15.5
0.36,0.44,15.2
0.36,0.46,15.2
0.36,0.48,15.1
0.36,0.5,15
0.36,0.52,15.1
0.36,0.54,15
0.36,0.56,15.1
0.36,0.58,14.9
0.36,0.6,15
0.36,0.62,14.9
0.36,0.64,14.9
0.36,0.66,14.6
0.36,0.68,14.7
0.36,0.7,14.5
0.36,0.72,14.4
0.36,0.74,14.4
0.36,0.76,14.2
0.36,0.78,14.2
0.36,0.8,14.1
0.36,0.82,14
0.36,0.84,14
0.36,0.86,14.1
0.36,0.88,13.9
0.36,0.9,14
0.36,0.92,14
0.36,0.94,14
0.36,0.96,13.7
0.36,0.98,13.8
0.36,1,13.8
0.34,0,17.5
0.34,0.02,17.6
0.34,0.04,17.3
0.34,0.06,17.4
0.34,0.08,17.4
0.34,0.1,17.1
0.34,0.12,17
0.34,0.14,17
0.34,0.16,17
0.34,0.18,16.8
0.34,0.2,16.2
0.34,0.22,16.5
0.34,0.24,16.2
0.34,0.26,16.1
0.34,0.28,16.1
0.34,0.3,16.1
0.34,0.32,16
0.34,0.34,16
0.34,0.36,15.8
0.34,0.38,15.7
0.34,0.4,15.3
0.34,0.42,15.4
0.34,0.44,15.3
0.34,0.46,15.1
0.34,0.48,15.1
0.34,0.5,14.9
0.34,0.52,15
0.34,0.54,15
0.34,0.56,15
0.34,0.58,15
0.34,0.6,14.7
0.34,0.62,14.6
0.34,0.64,14.6
0.34,0.66,14.2
0.34,0.68,14.5
0.34,0.7,14.3
0.34,0.72,14.2
0.34,0.74,14.1
0.34,0.76,14
0.34,0.78,14.2
0.34,0.8,14
0.34,0.82,14
0.34,0.84,14
0.34,0.86,13.8
0.34,0.88,13.9
0.34,0.9,13.7
0.34,0.92,13.4
0.34,0.94,13.2
0.34,0.96,13.5
0.34,0.98,13.3
0.34,1,13
0.32,0,17.9
0.32,0.02,17.9
0.32,0.04,17.7
0.32,0.06,17.2
0.32,0.08,17.5
0.32,0.1,17.2
0.32,0.12,17.2
0.32,0.14,17
0.32,0.16,16.7
0.32,0.18,16.7
0.32,0.2,16.6
0.32,0.22,16.6
0.32,0.24,16.5
0.32,0.26,16.3
0.32,0.28,16
0.32,0.3,16
0.32,0.32,16
0.32,0.34,15.9
0.32,0.36,15.9
0.32,0.38,16
0.32,0.4,15.6
0.32,0.42,15.4
0.32,0.44,15.6
0.32,0.46,15.1
0.32,0.48,15
0.32,0.5,14.9
0.32,0.52,15.1
0.32,0.54,14.9
0.32,0.56,14.8
0.32,0.58,14.8
0.32,0.6,14.7
0.32,0.62,14.5
0.32,0.64,14.5
0.32,0.66,14.2
0.32,0.68,14.1
0.32,0.7,14.3
0.32,0.72,14
0.32,0.74,14
0.32,0.76,13.9
0.32,0.78,14
0.32,0.8,13.8
0.32,0.82,13.8
0.32,0.84,13.8
0.32,0.86,13.6
0.32,0.88,13.3
0.32,0.9,13.4
0.32,0.92,13.2
0.32,0.94,13.1
0.32,0.96,13
0.32,0.98,13
0.32,1,13
0.3,0,18.1
0.3,0.02,18
0.3,0.04,18.1
0.3,0.06,17.8
0.3,0.08,17.8
0.3,0.1,17.6
0.3,0.12,17.2
0.3,0.14,17.1
0.3,0.16,16.9
0.3,0.18,17
0.3,0.2,16.8
0.3,0.22,16.8
0.3,0.24,16.4
0.3,0.26,16.4
0.3,0.28,16.2
0.3,0.3,16.1
0.3,0.32,16
0.3,0.34,16
0.3,0.36,16
0.3,0.38,15.7
0.3,0.4,15.4
0.3,0.42,15.7
0.3,0.44,15.1
0.3,0.46,15.1
0.3,0.48,15.1
0.3,0.5,15.1
0.3,0.52,15
0.3,0.54,15
0.3,0.56,14.8
0.3,0.58,14.8
0.3,0.6,14.4
0.3,0.62,14.4
0.3,0.64,14.3
0.3,0.66,14
0.3,0.68,14
0.3,0.7,14
0.3,0.72,13.9
0.3,0.74,14
0.3,0.76,13.9
0.3,0.78,13.5
0.3,0.8,13.8
0.3,0.82,13.4
0.3,0.84,13.3
0.3,0.86,13.1
0.3,0.88,13.2
0.3,0.9,13.1
0.3,0.92,13.1
0.3,0.94,13
0.3,0.96,13
0.3,0.98,12.9
0.3,1,12.8
0.28,0,18.5
0.28,0.02,18.2
0.28,0.04,18
0.28,0.06,18
0.28,0.08,17.8
0.28,0.1,17.5
0.28,0.12,17.3
0.28,0.14,17
0.28,0.16,17.2
0.28,0.18,17
0.28,0.2,17
0.28,0.22,16.7
0.28,0.24,16.6
0.28,0.26,16.5
0.28,0.28,16.4
0.28,0.3,16.1
0.28,0.32,16
0.28,0.34,16
0.28,0.36,15.9
0.28,0.38,15.9
0.28,0.4,15.5
0.28,0.42,15.3
0.28,0.44,15.2
0.28,0.46,15.3
0.28,0.48,15.1
0.28,0.5,15
0.28,0.52,15
0.28,0.54,14.9
0.28,0.56,14.7
0.28,0.58,14.6
0.28,0.6,14.4
0.28,0.62,14
0.28,0.64,14.1
0.28,0.66,14
0.28,0.68,14
0.28,0.7,13.8
0.28,0.72,13.9
0.28,0.74,14
0.28,0.76,13.6
0.28,0.78,13.4
0.28,0.8,13.2
0.28,0.82,13
0.28,0.84,13
0.28,0.86,13.1
0.28,0.88,13
0.28,0.9,13
0.28,0.92,13
0.28,0.94,12.8
0.28,0.96,12.8
0.28,0.98,12.6
0.28,1,12.6
0.26,0,18.7
0.26,0.02,18.5
0.26,0.04,18.3
0.26,0.06,18
0.26,0.08,17.9
0.26,0.1,18
0.26,0.12,17.9
0.26,0.14,17.3
0.26,0.16,17.2
0.26,0.18,17
0.26,0.2,17
0.26,0.22,17
0.26,0.24,16.9
0.26,0.26,16.4
0.26,0.28,16.5
0.26,0.3,16.5
0.26,0.32,16
0.26,0.34,16
0.26,0.36,16
0.26,0.38,15.7
0.26,0.4,15.6
0.26,0.42,15.3
0.26,0.44,15.1
0.26,0.46,15.2
0.26,0.48,14.9
0.26,0.5,15
0.26,0.52,15
0.26,0.54,14.8
0.26,0.56,14.7
0.26,0.58,14.4
0.26,0.6,14.2
0.26,0.62,14
0.26,0.64,14
0.26,0.66,14
0.26,0.68,14
0.26,0.7,14
0.26,0.72,13.6
0.26,0.74,13.4
0.26,0.76,13.4
0.26,0.78,13.1
0.26,0.8,13.1
0.26,0.82,13
0.26,0.84,13
0.26,0.86,13
0.26,0.88,13
0.26,0.9,13
0.26,0.92,12.7
0.26,0.94,12.5
0.26,0.96,12.2
0.26,0.98,12
0.26,1,12
0.24,0,19.1
0.24,0.02,18.6
0.24,0.04,18.7
0.24,0.06,18.3
0.24,0.08,18.1
0.24,0.1,17.8
0.24,0.12,17.8
0.24,0.14,17.8
0.24,0.16,17.3
0.24,0.18,17.2
0.24,0.2,17
0.24,0.22,17
0.24,0.24,17
0.24,0.26,16.7
0.24,0.28,16.2
0.24,0.3,16.2
0.24,0.32,16.3
0.24,0.34,16
0.24,0.36,16
0.24,0.38,15.8
0.24,0.4,15.4
0.24,0.42,15.4
0.24,0.44,15.1
0.24,0.46,15
0.24,0.48,15
0.24,0.5,15
0.24,0.52,14.8
0.24,0.54,14.9
0.24,0.56,14.4
0.24,0.58,14.4
0.24,0.6,14.4
0.24,0.62,14.1
0.24,0.64,14
0.24,0.66,14
0.24,0.68,13.9
0.24,0.7,13.8
0.24,0.72,13.5
0.24,0.74,13.3
0.24,0.76,13.1
0.24,0.78,13
0.24,0.8,13
0.24,0.82,13
0.24,0.84,13
0.24,0.86,13
0.24,0.88,12.7
0.24,0.9,12.7
0.24,0.92,12.4
0.24,0.94,12.1
0.24,0.96,12
0.24,0.98,12
0.24,1,12
0.22,0,19.2
0.22,0.02,18.9
0.22,0.04,18.8
0.22,0.06,18.7
0.22,0.08,18.2
0.22,0.1,18.1
0.22,0.12,18
0.22,0.14,17.9
0.22,0.16,17.7
0.22,0.18,17.4
0.22,0.2,17.2
0.22,0.22,17.1
0.22,0.24,16.9
0.22,0.26,17
0.22,0.28,16.9
0.22,0.3,16.5
0.22,0.32,16.1
0.22,0.34,16
0.22,0.36,16
0.22,0.38,15.6
0.22,0.4,15.8
0.22,0.42,15.3
0.22,0.44,15.1
0.22,0.46,15
0.22,0.48,15
0.22,0.5,15
0.22,0.52,14.9
0.22,0.54,14.8
0.22,0.56,14.3
0.22,0.58,14.3
0.22,0.6,14
0.22,0.62,14
0.22,0.64,14
0.22,0.66,14
0.22,0.68,13.8
0.22,0.7,13.7
0.22,0.72,13.5
0.22,0.74,13
0.22,0.76,13
0.22,0.78,13
0.22,0.8,13
0.22,0.82,12.9
0.22,0.84,12.8
0.22,0.86,12.5
0.22,0.88,12.4
0.22,0.9,12.3
0.22,0.92,12
0.22,0.94,12
0.22,0.96,12
0.22,0.98,12
0.22,1,12
0.2,0,19.2
0.2,0.02,19.1
0.2,0.04,18.9
0.2,0.06,18.9
0.2,0.08,18.5
0.2,0.1,18.3
0.2,0.12,18
0.2,0.14,18
0.2,0.16,17.7
0.2,0.18,17.5
0.2,0.2,17.4
0.2,0.22,17
0.2,0.24,17
0.2,0.26,17
0.2,0.28,16.8
0.2,0.3,16.3
0.2,0.32,16.2
0.2,0.34,16.1
0.2,0.36,16
0.2,0.38,15.9
0.2,0.4,15.9
0.2,0.42,15.2
0.2,0.44,15.2
0.2,0.46,15
0.2,0.48,15
0.2,0.5,15
0.2,0.52,14.8
0.2,0.54,14.7
0.2,0.56,14.5
0.2,0.58,14
0.2,0.6,14
0.2,0.62,14
0.2,0.64,14
0.2,0.66,13.6
0.2,0.68,13.4
0.2,0.7,13.3
0.2,0.72,13.1
0.2,0.74,13
0.2,0.76,13
0.2,0.78,13
0.2,0.8,12.8
0.2,0.82,12.9
0.2,0.84,12.7
0.2,0.86,12.3
0.2,0.88,12.2
0.2,0.9,12
0.2,0.92,12
0.2,0.94,12
0.2,0.96,12
0.2,0.98,12
0.2,1,12
0.18,0,19.6
0.18,0.02,19.4
0.18,0.04,19
0.18,0.06,19
0.18,0.08,18.7
0.18,0.1,18.7
0.18,0.12,18.1
0.18,0.14,18
0.18,0.16,17.9
0.18,0.18,17.7
0.18,0.2,17.4
0.18,0.22,17.3
0.18,0.24,17
0.18,0.26,16.9
0.18,0.28,16.7
0.18,0.3,16.4
0.18,0.32,16.4
0.18,0.34,16.1
0.18,0.36,15.9
0.18,0.38,15.9
0.18,0.4,16
0.18,0.42,15.3
0.18,0.44,15.1
0.18,0.46,15
0.18,0.48,15
0.18,0.5,14.8
0.18,0.52,14.9
0.18,0.54,14.1
0.18,0.56,14.3
0.18,0.58,14
0.18,0.6,14
0.18,0.62,14
0.18,0.64,13.8
0.18,0.66,13.9
0.18,0.68,13.5
0.18,0.7,13.1
0.18,0.72,13.1
0.18,0.74,13
0.18,0.76,12.9
0.18,0.78,12.9
0.18,0.8,12.9
0.18,0.82,12.6
0.18,0.84,12.6
0.18,0.86,12.1
0.18,0.88,12
0.18,0.9,12
0.18,0.92,12
0.18,0.94,12
0.18,0.96,12
0.18,0.98,11.7
0.18,1,11.4
0.16,0,20
0.16,0.02,19.5
0.16,0.04,19.1
0.16,0.06,19
0.16,0.08,18.9
0.16,0.1,18.8
0.16,0.12,18.4
0.16,0.14,18.2
0.16,0.16,18
0.16,0.18,17.9
0.16,0.2,17.6
0.16,0.22,17.4
0.16,0.24,17.1
0.16,0.26,17
0.16,0.28,16.8
0.16,0.3,16.5
0.16,0.32,16.2
0.16,0.34,16
0.16,0.36,15.9
0.16,0.38,16
0.16,0.4,15.6
0.16,0.42,15.8
0.16,0.44,15
0.16,0.46,15
0.16,0.48,15
0.16,0.5,14.9
0.16,0.52,14.6
0.16,0.54,14.4
0.16,0.56,14
0.16,0.58,14
0.16,0.6,14
0.16,0.62,14
0.16,0.64,13.9
0.16,0.66,13.5
0.16,0.68,13.3
0.16,0.7,13.1
0.16,0.72,13
0.16,0.74,13
0.16,0.76,13
0.16,0.78,13
0.16,0.8,12.6
0.16,0.82,12.5
0.16,0.84,12.1
0.16,0.86,12
0.16,0.88,12
0.16,0.9,12
0.16,0.92,12
0.16,0.94,12
0.16,0.96,11.8
0.16,0.98,11.3
0.16,1,11.2
0.14,0,20.4
0.14,0.02,19.9
0.14,0.04,19.8
0.14,0.06,19.4
0.14,0.08,19
0.14,0.1,19
0.14,0.12,18.8
0.14,0.14,18.1
0.14,0.16,18.1
0.14,0.18,17.9
0.14,0.2,17.9
0.14,0.22,17.3
0.14,0.24,17.3
0.14,0.26,17
0.14,0.28,16.9
0.14,0.3,17
0.14,0.32,16.3
0.14,0.34,16
0.14,0.36,16
0.14,0.38,16
0.14,0.4,15.8
0.14,0.42,15.2
0.14,0.44,15.3
0.14,0.46,15
0.14,0.48,15
0.14,0.5,14.8
0.14,0.52,14.4
0.14,0.54,14
0.14,0.56,14.1
0.14,0.58,14
0.14,0.6,14
0.14,0.62,13.9
0.14,0.64,13.8
0.14,0.66,13.4
0.14,0.68,13.3
0.14,0.7,13.1
0.14,0.72,13
0.14,0.74,13
0.14,0.76,13
0.14,0.78,12.7
0.14,0.8,12.3
0.14,0.82,12
0.14,0.84,12
0.14,0.86,12
0.14,0.88,12
0.14,0.9,12
0.14,0.92,12
0.14,0.94,11.5
0.14,0.96,11.5
0.14,0.98,11.1
0.14,1,11
0.12,0,20.5
0.12,0.02,20.1
0.12,0.04,20.1
0.12,0.06,19.5
0.12,0.08,19.2
0.12,0.1,19.2
0.12,0.12,18.8
0.12,0.14,18.6
0.12,0.16,18.3
0.12,0.18,18.1
0.12,0.2,17.9
0.12,0.22,17.5
0.12,0.24,17.1
0.12,0.26,17
0.12,0.28,17.1
0.12,0.3,16.8
0.12,0.32,16.3
0.12,0.34,16.1
0.12,0.36,16
0.12,0.38,16
0.12,0.4,15.8
0.12,0.42,15.1
0.12,0.44,15.1
0.12,0.46,15
0.12,0.48,15
0.12,0.5,14.9
0.12,0.52,14.8
0.12,0.54,14.1
0.12,0.56,14.1
0.12,0.58,14
0.12,0.6,14
0.12,0.62,13.9
0.12,0.64,13.8
0.12,0.66,13.7
0.12,0.68,13.1
0.12,0.7,13
0.12,0.72,13
0.12,0.74,13
0.12,0.76,12.8
0.12,0.78,12.4
0.12,0.8,12.2
0.12,0.82,12.3
0.12,0.84,12.1
0.12,0.86,12
0.12,0.88,12
0.12,0.9,12
0.12,0.92,12
0.12,0.94,11.5
0.12,0.96,11.1
0.12,0.98,11
0.12,1,11
0.1,0,20.7
0.1,0.02,20.7
0.1,0.04,20.2
0.1,0.06,20
0.1,0.08,19.7
0.1,0.1,19.2
0.1,0.12,19
0.1,0.14,18.5
0.1,0.16,18.5
0.1,0.18,18.1
0.1,0.2,17.9
0.1,0.22,17.7
0.1,0.24,17.5
0.1,0.26,17.2
0.1,0.28,17
0.1,0.3,16.9
0.1,0.32,16.8
0.1,0.34,16.1
0.1,0.36,16.1
0.1,0.38,16
0.1,0.4,15.9
0.1,0.42,15.7
0.1,0.44,15.1
0.1,0.46,15.1
0.1,0.48,14.9
0.1,0.5,15
0.1,0.52,14.8
0.1,0.54,14.2
0.1,0.56,14.1
0.1,0.58,14
0.1,0.6,14
0.1,0.62,13.9
0.1,0.64,13.5
0.1,0.66,13.2
0.1,0.68,13
0.1,0.7,13
0.1,0.72,13
0.1,0.74,13
0.1,0.76,12.9
0.1,0.78,12.5
0.1,0.8,12.1
0.1,0.82,12
0.1,0.84,12
0.1,0.86,12
0.1,0.88,11.7
0.1,0.9,11.9
0.1,0.92,11.5
0.1,0.94,11
0.1,0.96,11
0.1,0.98,11
0.1,1,11
0.08,0,20.8
0.08,0.02,20.7
0.08,0.04,20.2
0.08,0.06,20
0.08,0.08,19.7
0.08,0.1,19.6
0.08,0.12,19.2
0.08,0.14,19
0.08,0.16,18.6
0.08,0.18,18.4
0.08,0.2,18.1
0.08,0.22,17.7
0.08,0.24,17.4
0.08,0.26,17.2
0.08,0.28,17
0.08,0.3,16.9
0.08,0.32,16.5
0.08,0.34,16.2
0.08,0.36,16.1
0.08,0.38,16
0.08,0.4,15.7
0.08,0.42,15.7
0.08,0.44,15.1
0.08,0.46,15
0.08,0.48,15
0.08,0.5,14.6
0.08,0.52,14.7
0.08,0.54,14.2
0.08,0.56,14.1
0.08,0.58,14
0.08,0.6,13.9
0.08,0.62,13.4
0.08,0.64,13
0.08,0.66,13.2
0.08,0.68,13
0.08,0.7,13
0.08,0.72,13
0.08,0.74,12.8
0.08,0.76,12.8
0.08,0.78,12.2
0.08,0.8,12
0.08,0.82,12
0.08,0.84,12
0.08,0.86,11.9
0.08,0.88,11.9
0.08,0.9,11.5
0.08,0.92,11.1
0.08,0.94,11
0.08,0.96,11
0.08,0.98,11
0.08,1,11
0.06,0,21.5
0.06,0.02,21.1
0.06,0.04,20.9
0.06,0.06,20.4
0.06,0.08,19.9
0.06,0.1,19.4
0.06,0.12,19.3
0.06,0.14,19
0.06,0.16,19
0.06,0.18,18.1
0.06,0.2,18.2
0.06,0.22,18
0.06,0.24,17.5
0.06,0.26,17.1
0.06,0.28,17.1
0.06,0.3,16.9
0.06,0.32,16.8
0.06,0.34,16.2
0.06,0.36,16.2
0.06,0.38,16
0.06,0.4,16
0.06,0.42,15.3
0.06,0.44,15.3
0.06,0.46,15
0.06,0.48,15
0.06,0.5,14.9
0.06,0.52,14.4
0.06,0.54,14.2
0.06,0.56,14
0.06,0.58,14
0.06,0.6,13.9
0.06,0.62,13.6
0.06,0.64,13.1
0.06,0.66,13.1
0.06,0.68,13
0.06,0.7,13
0.06,0.72,12.9
0.06,0.74,12.7
0.06,0.76,12.4
0.06,0.78,12
0.06,0.8,12
0.06,0.82,12
0.06,0.84,12
0.06,0.86,12
0.06,0.88,11.7
0.06,0.9,11.1
0.06,0.92,11
0.06,0.94,11
0.06,0.96,11
0.06,0.98,11
0.06,1,11
0.04,0,21.5
0.04,0.02,20.9
0.04,0.04,20.9
0.04,0.06,20.5
0.04,0.08,20.2
0.04,0.1,19.9
0.04,0.12,19.7
0.04,0.14,19.1
0.04,0.16,19
0.04,0.18,18.5
0.04,0.2,18.2
0.04,0.22,18
0.04,0.24,17.8
0.04,0.26,17.5
0.04,0.28,17.1
0.04,0.3,17
0.04,0.32,16.8
0.04,0.34,16.5
0.04,0.36,16
0.04,0.38,16.1
0.04,0.4,16
