Haploinsufficiency,Embryo Cut Rate,Generations to 99% drive-carrying individuals
0.52,0.7,13.1
0.52,0.72,13.4
0.52,0.74,13.3
0.52,0.76,13.6
0.52,0.78,13.8
0.52,0.8,14
0.52,0.82,14.1
0.52,0.84,14.3
0.52,0.86,14.2
0.52,0.88,14.7
0.52,0.9,15.1
0.52,0.92,15.1
0.52,0.94,15.6
0.52,0.96,15.6
0.52,0.98,15.8
0.52,1,16
0.5,0,10
0.5,0.02,10
0.5,0.04,10
0.5,0.06,10
0.5,0.08,10
0.5,0.1,10.3
0.5,0.12,10.3
0.5,0.14,10.9
0.5,0.16,11
0.5,0.18,11
0.5,0.2,11
0.5,0.22,11
0.5,0.24,11
0.5,0.26,11
0.5,0.28,11
0.5,0.3,11
0.5,0.32,11
0.5,0.34,11
0.5,0.36,11
0.5,0.38,11.1
0.5,0.4,11.2
0.5,0.42,11.2
0.5,0.44,11.7
0.5,0.46,11.8
0.5,0.48,11.8
0.5,0.5,12
0.5,0.52,11.9
0.5,0.54,11.9
0.5,0.56,12.1
0.5,0.58,12
0.5,0.6,12
0.5,0.62,12.3
0.5,0.64,12.2
0.5,0.66,12.7
0.5,0.68,12.9
0.5,0.7,12.9
0.5,0.72,13
0.5,0.74,13
0.5,0.76,13.1
0.5,0.78,13.2
0.5,0.8,13.3
0.5,0.82,13.3
0.5,0.84,13.8
0.5,0.86,13.5
0.5,0.88,14
0.5,0.9,14.4
0.5,0.92,14
0.5,0.94,14
0.5,0.96,14.7
0.5,0.98,14.9
0.5,1,14.5
0.48,0,10
0.48,0.02,10
0.48,0.04,10
0.48,0.06,10.2
0.48,0.08,10.4
0.48,0.1,10.2
0.48,0.12,10.7
0.48,0.14,10.8
0.48,0.16,10.9
0.48,0.18,11
0.48,0.2,11
0.48,0.22,11
0.48,0.24,11
0.48,0.26,11
0.48,0.28,11
0.48,0.3,11
0.48,0.32,11
0.48,0.34,11
0.48,0.36,11.1
0.48,0.38,11.1
0.48,0.4,11
0.48,0.42,11.1
0.48,0.44,11.3
0.48,0.46,11.9
0.48,0.48,11.9
0.48,0.5,11.8
0.48,0.52,12
0.48,0.54,12
0.48,0.56,12
0.48,0.58,12
0.48,0.6,12
0.48,0.62,12.1
0.48,0.64,12.1
0.48,0.66,12.2
0.48,0.68,12.1
0.48,0.7,12.4
0.48,0.72,12.7
0.48,0.74,12.8
0.48,0.76,12.8
0.48,0.78,13
0.48,0.8,13
0.48,0.82,13.1
0.48,0.84,13.1
0.48,0.86,13
0.48,0.88,13
0.48,0.9,13.5
0.48,0.92,13.5
0.48,0.94,13.8
0.48,0.96,13.6
0.48,0.98,14
0.48,1,13.9
0.46,0,10
0.46,0.02,10.2
0.46,0.04,10.7
0.46,0.06,10.4
0.46,0.08,10.7
0.46,0.1,10.5
0.46,0.12,10.9
0.46,0.14,11
0.46,0.16,11
0.46,0.18,11
0.46,0.2,11
0.46,0.22,11
0.46,0.24,11
0.46,0.26,11
0.46,0.28,11
0.46,0.3,11
0.46,0.32,11
0.46,0.34,11
0.46,0.36,11
0.46,0.38,11
0.46,0.4,11
0.46,0.42,11.4
0.46,0.44,11.1
0.46,0.46,11.1
0.46,0.48,11.7
0.46,0.5,11.7
0.46,0.52,11.9
0.46,0.54,11.9
0.46,0.56,11.8
0.46,0.58,12
0.46,0.6,12
0.46,0.62,12
0.46,0.64,12
0.46,0.66,12
0.46,0.68,12
0.46,0.7,12
0.46,0.72,12
0.46,0.74,12.4
0.46,0.76,12.3
0.46,0.78,12.7
0.46,0.8,12.6
0.46,0.82,12.4
0.46,0.84,12.7
0.46,0.86,12.9
0.46,0.88,13
0.46,0.9,13
0.46,0.92,13
0.46,0.94,12.9
0.46,0.96,13
0.46,0.98,13.1
0.46,1,13.1
0.44,0,10.4
0.44,0.02,10.5
0.44,0.04,10.6
0.44,0.06,10.9
0.44,0.08,10.6
0.44,0.1,10.9
0.44,0.12,11
0.44,0.14,10.9
0.44,0.16,11
0.44,0.18,11
0.44,0.2,11
0.44,0.22,11
0.44,0.24,11
0.44,0.26,11
0.44,0.28,11
0.44,0.3,11
0.44,0.32,11
0.44,0.34,11
0.44,0.36,11
0.44,0.38,11
0.44,0.4,11
0.44,0.42,11.2
0.44,0.44,11
0.44,0.46,11
0.44,0.48,11.2
0.44,0.5,11.5
0.44,0.52,11.7
0.44,0.54,11.7
0.44,0.56,11.8
0.44,0.58,11.9
0.44,0.6,11.9
0.44,0.62,11.9
0.44,0.64,12
0.44,0.66,12
0.44,0.68,12
0.44,0.7,12
0.44,0.72,12
0.44,0.74,12.1
0.44,0.76,12
0.44,0.78,12.1
0.44,0.8,12.1
0.44,0.82,12.1
0.44,0.84,12.1
0.44,0.86,12.2
0.44,0.88,12.4
0.44,0.9,12.5
0.44,0.92,12.5
0.44,0.94,12.5
0.44,0.96,12.7
0.44,0.98,12.3
0.44,1,13
0.42,0,10.6
0.42,0.02,10.7
0.42,0.04,10.6
0.42,0.06,11
0.42,0.08,10.9
0.42,0.1,11
0.42,0.12,10.9
0.42,0.14,11
0.42,0.16,11
0.42,0.18,11
0.42,0.2,11
0.42,0.22,11
0.42,0.24,11
0.42,0.26,11
0.42,0.28,11
0.42,0.3,11
0.42,0.32,11
0.42,0.34,11
0.42,0.36,11
0.42,0.38,11
0.42,0.4,11
0.42,0.42,11
0.42,0.44,11.1
0.42,0.46,11.2
0.42,0.48,11.2
0.42,0.5,11.3
0.42,0.52,11.3
0.42,0.54,11.1
0.42,0.56,11.6
0.42,0.58,11.6
0.42,0.6,11.6
0.42,0.62,12
0.42,0.64,11.9
0.42,0.66,12
0.42,0.68,12
0.42,0.7,11.9
0.42,0.72,11.9
0.42,0.74,12
0.42,0.76,11.9
0.42,0.78,12
0.42,0.8,12
0.42,0.82,12
0.42,0.84,12
0.42,0.86,12
0.42,0.88,12
0.42,0.9,12
0.42,0.92,12.1
0.42,0.94,12
0.42,0.96,12.2
0.42,0.98,12.1
0.42,1,12.1
0.4,0,10.9
0.4,0.02,11
0.4,0.04,11
0.4,0.06,10.8
0.4,0.08,11
0.4,0.1,11
0.4,0.12,11
0.4,0.14,11
0.4,0.16,11
0.4,0.18,11
0.4,0.2,11
0.4,0.22,11
0.4,0.24,11
0.4,0.26,11
0.4,0.28,11
0.4,0.3,11
0.4,0.32,11
0.4,0.34,11
0.4,0.36,11
0.4,0.38,11
0.4,0.4,11
0.4,0.42,11
0.4,0.44,11.2
0.4,0.46,11
0.4,0.48,11.2
0.4,0.5,11
0.4,0.52,11
0.4,0.54,11
0.4,0.56,11.1
0.4,0.58,11.5
0.4,0.6,11.5
0.4,0.62,11.6
0.4,0.64,11.4
0.4,0.66,11.6
0.4,0.68,11.5
0.4,0.7,11.6
0.4,0.72,11.8
0.4,0.74,11.8
0.4,0.76,11.9
0.4,0.78,11.7
0.4,0.8,11.9
0.4,0.82,11.9
0.4,0.84,12
0.4,0.86,11.8
0.4,0.88,12
0.4,0.9,12
0.4,0.92,12
0.4,0.94,12
0.4,0.96,12
0.4,0.98,12
0.4,1,12
0.38,0,10.9
0.38,0.02,11
0.38,0.04,11
0.38,0.06,11
0.38,0.08,11
0.38,0.1,11
0.38,0.12,11
0.38,0.14,11
0.38,0.16,11
0.38,0.18,11
0.38,0.2,11
0.38,0.22,11
0.38,0.24,11
0.38,0.26,11
0.38,0.28,11
0.38,0.3,11
0.38,0.32,11
0.38,0.34,11
0.38,0.36,11
0.38,0.38,11
0.38,0.4,11
0.38,0.42,11
0.38,0.44,11
0.38,0.46,11
0.38,0.48,11.3
0.38,0.5,11
0.38,0.52,11
0.38,0.54,11.2
0.38,0.56,11.1
0.38,0.58,11
0.38,0.6,11.1
0.38,0.62,11.2
0.38,0.64,11.6
0.38,0.66,11.1
0.38,0.68,11.5
0.38,0.7,11.6
0.38,0.72,11.6
0.38,0.74,11.4
0.38,0.76,11.3
0.38,0.78,11.2
0.38,0.8,11.6
0.38,0.82,11.6
0.38,0.84,11.2
0.38,0.86,11.2
0.38,0.88,11.4
0.38,0.9,11.6
0.38,0.92,11.2
0.38,0.94,11.3
0.38,0.96,11.6
0.38,0.98,11.5
0.38,1,11.3
0.36,0,11
0.36,0.02,11
0.36,0.04,11
0.36,0.06,11
0.36,0.08,11
0.36,0.1,11
0.36,0.12,11
0.36,0.14,11
0.36,0.16,11
0.36,0.18,11
0.36,0.2,11
0.36,0.22,11
0.36,0.24,11
0.36,0.26,11
0.36,0.28,11
0.36,0.3,11
0.36,0.32,11
0.36,0.34,11
0.36,0.36,11
0.36,0.38,11
0.36,0.4,11
0.36,0.42,11
0.36,0.44,11
0.36,0.46,11
0.36,0.48,11
0.36,0.5,11
0.36,0.52,11
0.36,0.54,11.1
0.36,0.56,11
0.36,0.58,11
0.36,0.6,11.1
0.36,0.62,11
0.36,0.64,11
0.36,0.66,11.1
0.36,0.68,11
0.36,0.7,11
0.36,0.72,11.1
0.36,0.74,11.1
0.36,0.76,11.2
0.36,0.78,11
0.36,0.8,11.1
0.36,0.82,11.1
0.36,0.84,11.1
0.36,0.86,11
0.36,0.88,11
0.36,0.9,11
0.36,0.92,11.1
0.36,0.94,11.1
0.36,0.96,11
0.36,0.98,11
0.36,1,11
0.34,0,11
0.34,0.02,11
0.34,0.04,11
0.34,0.06,11
0.34,0.08,11
0.34,0.1,11
0.34,0.12,11
0.34,0.14,11
0.34,0.16,11
0.34,0.18,11
0.34,0.2,11
0.34,0.22,11
0.34,0.24,11
0.34,0.26,11
0.34,0.28,11
0.34,0.3,11
0.34,0.32,11
0.34,0.34,11
0.34,0.36,11
0.34,0.38,11
0.34,0.4,11
0.34,0.42,11
0.34,0.44,11
0.34,0.46,11
0.34,0.48,11
0.34,0.5,11
0.34,0.52,11
0.34,0.54,11
0.34,0.56,11
0.34,0.58,11
0.34,0.6,11
0.34,0.62,11
0.34,0.64,11
0.34,0.66,11.1
0.34,0.68,11.1
0.34,0.7,11
0.34,0.72,11
0.34,0.74,11
0.34,0.76,11
0.34,0.78,11
0.34,0.8,11
0.34,0.82,11
0.34,0.84,11
0.34,0.86,11
0.34,0.88,11
0.34,0.9,11
0.34,0.92,11
0.34,0.94,11
0.34,0.96,11
0.34,0.98,11
0.34,1,11
0.32,0,11
0.32,0.02,11
0.32,0.04,11
0.32,0.06,11
0.32,0.08,11
0.32,0.1,11
0.32,0.12,11
0.32,0.14,11
0.32,0.16,11
0.32,0.18,11
0.32,0.2,11
0.32,0.22,11
0.32,0.24,11
0.32,0.26,11
0.32,0.28,11
0.32,0.3,11
0.32,0.32,11
0.32,0.34,11
0.32,0.36,11
0.32,0.38,11
0.32,0.4,11
0.32,0.42,11
0.32,0.44,11
0.32,0.46,11
0.32,0.48,11
0.32,0.5,11
0.32,0.52,11
0.32,0.54,11
0.32,0.56,11
0.32,0.58,11
0.32,0.6,11
0.32,0.62,11
0.32,0.64,11
0.32,0.66,11
0.32,0.68,11
0.32,0.7,11
0.32,0.72,11
0.32,0.74,11
0.32,0.76,11
0.32,0.78,11.1
0.32,0.8,11
0.32,0.82,11
0.32,0.84,11
0.32,0.86,11
0.32,0.88,11
0.32,0.9,11
0.32,0.92,11
0.32,0.94,11
0.32,0.96,11
0.32,0.98,10.9
0.32,1,11
0.3,0,11
0.3,0.02,11
0.3,0.04,11
0.3,0.06,11
0.3,0.08,11
0.3,0.1,11
0.3,0.12,11
0.3,0.14,11
0.3,0.16,11
0.3,0.18,11
0.3,0.2,11
0.3,0.22,11
0.3,0.24,11
0.3,0.26,11
0.3,0.28,11
0.3,0.3,11
0.3,0.32,11
0.3,0.34,11
0.3,0.36,11
0.3,0.38,11
0.3,0.4,11
0.3,0.42,11
0.3,0.44,11
0.3,0.46,11
0.3,0.48,11
0.3,0.5,11
0.3,0.52,11
0.3,0.54,11
0.3,0.56,11
0.3,0.58,11
0.3,0.6,11
0.3,0.62,11
0.3,0.64,11
0.3,0.66,11
0.3,0.68,11
0.3,0.7,11
0.3,0.72,11
0.3,0.74,11
0.3,0.76,11
0.3,0.78,11
0.3,0.8,11
0.3,0.82,11
0.3,0.84,11
0.3,0.86,11
0.3,0.88,10.9
0.3,0.9,10.9
0.3,0.92,10.9
0.3,0.94,11
0.3,0.96,10.7
0.3,0.98,10.6
0.3,1,10.7
0.28,0,11
0.28,0.02,11
0.28,0.04,11
0.28,0.06,11
0.28,0.08,11.1
0.28,0.1,11
0.28,0.12,11
0.28,0.14,11
0.28,0.16,11
0.28,0.18,11
0.28,0.2,11
0.28,0.22,11
0.28,0.24,11
0.28,0.26,11
0.28,0.28,11
0.28,0.3,11
0.28,0.32,11
0.28,0.34,11
0.28,0.36,11
0.28,0.38,11
0.28,0.4,11
0.28,0.42,11
0.28,0.44,11
0.28,0.46,11
0.28,0.48,11
0.28,0.5,11
0.28,0.52,11
0.28,0.54,11
0.28,0.56,11
0.28,0.58,11
0.28,0.6,11
0.28,0.62,11
0.28,0.64,11
0.28,0.66,11
0.28,0.68,11
0.28,0.7,11
0.28,0.72,11
0.28,0.74,10.9
0.28,0.76,11
0.28,0.78,11
0.28,0.8,11
0.28,0.82,11
0.28,0.84,10.7
0.28,0.86,10.8
0.28,0.88,10.7
0.28,0.9,10.8
0.28,0.92,10.7
0.28,0.94,10.7
0.28,0.96,10.3
0.28,0.98,10
0.28,1,10
0.26,0,11.1
0.26,0.02,11
0.26,0.04,11
0.26,0.06,11
0.26,0.08,11
0.26,0.1,11.1
0.26,0.12,11.1
0.26,0.14,11
0.26,0.16,11.1
0.26,0.18,11
0.26,0.2,11
0.26,0.22,11
0.26,0.24,11
0.26,0.26,11
0.26,0.28,11
0.26,0.3,11
0.26,0.32,11
0.26,0.34,11
0.26,0.36,11
0.26,0.38,11
0.26,0.4,11
0.26,0.42,11
0.26,0.44,11
0.26,0.46,11
0.26,0.48,11
0.26,0.5,11
0.26,0.52,11
0.26,0.54,11
0.26,0.56,11
0.26,0.58,11
0.26,0.6,11
0.26,0.62,11
0.26,0.64,11
0.26,0.66,11
0.26,0.68,11
0.26,0.7,11
0.26,0.72,11
0.26,0.74,10.9
0.26,0.76,10.9
0.26,0.78,10.8
0.26,0.8,10.6
0.26,0.82,10.7
0.26,0.84,10.4
0.26,0.86,10.4
0.26,0.88,10.2
0.26,0.9,10.2
0.26,0.92,10.3
0.26,0.94,10
0.26,0.96,10.1
0.26,0.98,10
0.26,1,10.1
0.24,0,11.4
0.24,0.02,11.3
0.24,0.04,11
0.24,0.06,11.1
0.24,0.08,11.2
0.24,0.1,11.1
0.24,0.12,11.1
0.24,0.14,11.1
0.24,0.16,11.1
0.24,0.18,11
0.24,0.2,11
0.24,0.22,11
0.24,0.24,11
0.24,0.26,11
0.24,0.28,11
0.24,0.3,11
0.24,0.32,11
0.24,0.34,11
0.24,0.36,11
0.24,0.38,11
0.24,0.4,11
0.24,0.42,11
0.24,0.44,11
0.24,0.46,11
0.24,0.48,11
0.24,0.5,11
0.24,0.52,11
0.24,0.54,11
0.24,0.56,11
0.24,0.58,10.9
0.24,0.6,11
0.24,0.62,11
0.24,0.64,10.9
0.24,0.66,10.8
0.24,0.68,11
0.24,0.7,10.9
0.24,0.72,10.8
0.24,0.74,10.8
0.24,0.76,10.5
0.24,0.78,10.6
0.24,0.8,10.5
0.24,0.82,10.1
0.24,0.84,10.2
0.24,0.86,10.1
0.24,0.88,10.2
0.24,0.9,10
0.24,0.92,10
0.24,0.94,10
0.24,0.96,10
0.24,0.98,10
0.24,1,10
0.22,0,11.5
0.22,0.02,11.5
0.22,0.04,11.7
0.22,0.06,11.4
0.22,0.08,11.3
0.22,0.1,11.1
0.22,0.12,11.2
0.22,0.14,11.1
0.22,0.16,11
0.22,0.18,11
0.22,0.2,11
0.22,0.22,11.1
0.22,0.24,11
0.22,0.26,11
0.22,0.28,11
0.22,0.3,11
0.22,0.32,11
0.22,0.34,11
0.22,0.36,11
0.22,0.38,11
0.22,0.4,11
0.22,0.42,11
0.22,0.44,11
0.22,0.46,11
0.22,0.48,11
0.22,0.5,11
0.22,0.52,11
0.22,0.54,11
0.22,0.56,11
0.22,0.58,11
0.22,0.6,11
0.22,0.62,11
0.22,0.64,10.8
0.22,0.66,10.7
0.22,0.68,10.7
0.22,0.7,10.8
0.22,0.72,10.8
0.22,0.74,10.4
0.22,0.76,10.2
0.22,0.78,10.2
0.22,0.8,10.2
0.22,0.82,10
0.22,0.84,10
0.22,0.86,10
0.22,0.88,10
0.22,0.9,10
0.22,0.92,10
0.22,0.94,10
0.22,0.96,10
0.22,0.98,10
0.22,1,10
0.2,0,12
0.2,0.02,11.7
0.2,0.04,11.9
0.2,0.06,11.7
0.2,0.08,11.7
0.2,0.1,11.6
0.2,0.12,11.6
0.2,0.14,11.2
0.2,0.16,11.2
0.2,0.18,11.1
0.2,0.2,11.1
0.2,0.22,11
0.2,0.24,11.1
0.2,0.26,11
0.2,0.28,11
0.2,0.3,11
0.2,0.32,11
0.2,0.34,11
0.2,0.36,11
0.2,0.38,11
0.2,0.4,11
0.2,0.42,11
0.2,0.44,11
0.2,0.46,11
0.2,0.48,11
0.2,0.5,11
0.2,0.52,11
0.2,0.54,11
0.2,0.56,11
0.2,0.58,11
0.2,0.6,10.8
0.2,0.62,10.8
0.2,0.64,11
0.2,0.66,10.8
0.2,0.68,10.7
0.2,0.7,10.2
0.2,0.72,10.3
0.2,0.74,10.2
0.2,0.76,10
0.2,0.78,10
0.2,0.8,10
0.2,0.82,10
0.2,0.84,10
0.2,0.86,10
0.2,0.88,10
0.2,0.9,10
0.2,0.92,10
0.2,0.94,10
0.2,0.96,10
0.2,0.98,10
0.2,1,10
0.18,0,12
0.18,0.02,12
0.18,0.04,12
0.18,0.06,12
0.18,0.08,11.9
0.18,0.1,11.7
0.18,0.12,11.6
0.18,0.14,11.7
0.18,0.16,11.4
0.18,0.18,11.5
0.18,0.2,11.1
0.18,0.22,11.2
0.18,0.24,11
0.18,0.26,11
0.18,0.28,11
0.18,0.3,11
0.18,0.32,11
0.18,0.34,11
0.18,0.36,11
0.18,0.38,11
0.18,0.4,11
0.18,0.42,11
0.18,0.44,11
0.18,0.46,11
0.18,0.48,11
0.18,0.5,11
0.18,0.52,11
0.18,0.54,11
0.18,0.56,10.9
0.18,0.58,11
0.18,0.6,10.9
0.18,0.62,10.8
0.18,0.64,10.7
0.18,0.66,10.4
0.18,0.68,10.6
0.18,0.7,10.2
0.18,0.72,10.3
0.18,0.74,10.1
0.18,0.76,10
0.18,0.78,10
0.18,0.8,10
0.18,0.82,10
0.18,0.84,10
0.18,0.86,10
0.18,0.88,10
0.18,0.9,10
0.18,0.92,10
0.18,0.94,10
0.18,0.96,10
0.18,0.98,10
0.18,1,10
0.16,0,12
0.16,0.02,12
0.16,0.04,12
0.16,0.06,12
0.16,0.08,12
0.16,0.1,11.9
0.16,0.12,12
0.16,0.14,11.7
0.16,0.16,11.7
0.16,0.18,11.6
0.16,0.2,11.4
0.16,0.22,11.1
0.16,0.24,11.3
0.16,0.26,11.1
0.16,0.28,11.1
0.16,0.3,11
0.16,0.32,11.1
0.16,0.34,11
0.16,0.36,11
0.16,0.38,11
0.16,0.4,11
0.16,0.42,11
0.16,0.44,11
0.16,0.46,11
0.16,0.48,11
0.16,0.5,11
0.16,0.52,11
0.16,0.54,11
0.16,0.56,11
0.16,0.58,11
0.16,0.6,10.8
0.16,0.62,10.5
0.16,0.64,10.5
0.16,0.66,10.6
0.16,0.68,10.4
0.16,0.7,10
0.16,0.72,10.1
0.16,0.74,10
0.16,0.76,10
0.16,0.78,10
0.16,0.8,10
0.16,0.82,10
0.16,0.84,10
0.16,0.86,10
0.16,0.88,10
0.16,0.9,10
0.16,0.92,10
0.16,0.94,10
0.16,0.96,10
0.16,0.98,10
0.16,1,10
0.14,0,12
0.14,0.02,12
0.14,0.04,12
0.14,0.06,12
0.14,0.08,12
0.14,0.1,12
0.14,0.12,12
0.14,0.14,11.9
0.14,0.16,11.9
0.14,0.18,11.7
0.14,0.2,11.6
0.14,0.22,11.3
0.14,0.24,11.2
0.14,0.26,11.2
0.14,0.28,11.1
0.14,0.3,11.1
0.14,0.32,11
0.14,0.34,11
0.14,0.36,11
0.14,0.38,11
0.14,0.4,11
0.14,0.42,11
0.14,0.44,11
0.14,0.46,11
0.14,0.48,11
0.14,0.5,11
0.14,0.52,11
0.14,0.54,11
0.14,0.56,11
0.14,0.58,10.9
0.14,0.6,10.9
0.14,0.62,10.4
0.14,0.64,10.1
0.14,0.66,10.1
0.14,0.68,10.1
0.14,0.7,10
0.14,0.72,10
0.14,0.74,10
0.14,0.76,10
0.14,0.78,10
0.14,0.8,10
0.14,0.82,10
0.14,0.84,10
0.14,0.86,10
0.14,0.88,10
0.14,0.9,10
0.14,0.92,10
0.14,0.94,10
0.14,0.96,9.9
0.14,0.98,9.6
0.14,1,9.5
0.12,0,12
0.12,0.02,12
0.12,0.04,12
0.12,0.06,12
0.12,0.08,12
0.12,0.1,12
0.12,0.12,12
0.12,0.14,12
0.12,0.16,12
0.12,0.18,11.9
0.12,0.2,11.7
0.12,0.22,11.6
0.12,0.24,11.5
0.12,0.26,11.2
0.12,0.28,11.3
0.12,0.3,11
0.12,0.32,11
0.12,0.34,11
0.12,0.36,11
0.12,0.38,11
0.12,0.4,11
0.12,0.42,11
0.12,0.44,11
0.12,0.46,11
0.12,0.48,11
0.12,0.5,11
0.12,0.52,11
0.12,0.54,11
0.12,0.56,10.9
0.12,0.58,10.7
0.12,0.6,10.6
0.12,0.62,10.5
0.12,0.64,10
0.12,0.66,10.1
0.12,0.68,10.1
0.12,0.7,10
0.12,0.72,10
0.12,0.74,10
0.12,0.76,10
0.12,0.78,10
0.12,0.8,10
0.12,0.82,10
0.12,0.84,10
0.12,0.86,10
0.12,0.88,10
0.12,0.9,10
0.12,0.92,10
0.12,0.94,9.9
0.12,0.96,9.8
0.12,0.98,9.7
0.12,1,9.2
0.1,0,12
0.1,0.02,12
0.1,0.04,12
0.1,0.06,12
0.1,0.08,12
0.1,0.1,12
0.1,0.12,12
0.1,0.14,12
0.1,0.16,12
0.1,0.18,12
0.1,0.2,12
0.1,0.22,11.9
0.1,0.24,11.5
0.1,0.26,11.4
0.1,0.28,11.1
0.1,0.3,11.1
0.1,0.32,11
0.1,0.34,11
0.1,0.36,11
0.1,0.38,11
0.1,0.4,11
0.1,0.42,11
0.1,0.44,11
0.1,0.46,11
0.1,0.48,11
0.1,0.5,11
0.1,0.52,11
0.1,0.54,11
0.1,0.56,10.8
0.1,0.58,10.5
0.1,0.6,10.3
0.1,0.62,10.1
0.1,0.64,10
0.1,0.66,10
0.1,0.68,10
0.1,0.7,10
0.1,0.72,10
0.1,0.74,10
0.1,0.76,10
0.1,0.78,10
0.1,0.8,10
0.1,0.82,10
0.1,0.84,10
0.1,0.86,10
0.1,0.88,10
0.1,0.9,10
0.1,0.92,9.8
0.1,0.94,9.6
0.1,0.96,9.4
0.1,0.98,9.3
0.1,1,9
0.08,0,12
0.08,0.02,12
0.08,0.04,12
0.08,0.06,12
0.08,0.08,12
0.08,0.1,12
0.08,0.12,12
0.08,0.14,12
0.08,0.16,12
0.08,0.18,12
0.08,0.2,11.9
0.08,0.22,12
0.08,0.24,11.9
0.08,0.26,11.6
0.08,0.28,11
0.08,0.3,11.1
0.08,0.32,11.1
0.08,0.34,11
0.08,0.36,11
0.08,0.38,11
0.08,0.4,11
0.08,0.42,11
0.08,0.44,11
0.08,0.46,11
0.08,0.48,11
0.08,0.5,11
0.08,0.52,11
0.08,0.54,11
0.08,0.56,11
0.08,0.58,10.6
0.08,0.6,10.4
0.08,0.62,10.2
0.08,0.64,10.1
0.08,0.66,10
0.08,0.68,10
0.08,0.7,10
0.08,0.72,10
0.08,0.74,10
0.08,0.76,10
0.08,0.78,10
0.08,0.8,10
0.08,0.82,10
0.08,0.84,10
0.08,0.86,10
0.08,0.88,9.9
0.08,0.9,9.9
0.08,0.92,9.5
0.08,0.94,9.5
0.08,0.96,9.1
0.08,0.98,9.1
0.08,1,9
0.06,0,12.2
0.06,0.02,12
0.06,0.04,12.1
0.06,0.06,12
0.06,0.08,12
0.06,0.1,12
0.06,0.12,12
0.06,0.14,12
0.06,0.16,12
0.06,0.18,12
0.06,0.2,12
0.06,0.22,11.8
0.06,0.24,11.8
0.06,0.26,11.4
0.06,0.28,11.3
0.06,0.3,11.2
0.06,0.32,11
0.06,0.34,11
0.06,0.36,11
0.06,0.38,11
0.06,0.4,11
0.06,0.42,11
0.06,0.44,11
0.06,0.46,11
0.06,0.48,11
0.06,0.5,10.9
0.06,0.52,11
0.06,0.54,10.9
0.06,0.56,10.5
0.06,0.58,10.6
0.06,0.6,10
0.06,0.62,10.1
0.06,0.64,10
0.06,0.66,10
0.06,0.68,10
0.06,0.7,10
0.06,0.72,10
0.06,0.74,10
0.06,0.76,10
0.06,0.78,10
0.06,0.8,10
0.06,0.82,10
0.06,0.84,10
0.06,0.86,10
0.06,0.88,9.9
0.06,0.9,9.6
0.06,0.92,9.2
0.06,0.94,9
0.06,0.96,9.1
0.06,0.98,9
0.06,1,9
0.04,0,12.7
0.04,0.02,12.5
0.04,0.04,12
0.04,0.06,12.1
0.04,0.08,12
0.04,0.1,12
0.04,0.12,12
0.04,0.14,12
0.04,0.16,12
0.04,0.18,12
0.04,0.2,12
0.04,0.22,12
0.04,0.24,11.8
0.04,0.26,11.7
0.04,0.28,11.5
0.04,0.3,11.3
0.04,0.32,11.1
0.04,0.34,11
0.04,0.36,11
0.04,0.38,11
0.04,0.4,11
0.04,0.42,11
0.04,0.44,11
0.04,0.46,11
0.04,0.48,11
0.04,0.5,11
0.04,0.52,10.9
0.04,0.54,10.7
0.04,0.56,10.5
0.04,0.58,10.3
0.04,0.6,10.2
0.04,0.62,10
0.04,0.64,10
0.04,0.66,10
0.04,0.68,10
0.04,0.7,10
0.04,0.72,10
0.04,0.74,10
0.04,0.76,10
0.04,0.78,10
0.04,0.8,10
0.04,0.82,10
0.04,0.84,10
0.04,0.86,9.8
0.04,0.88,9.6
0.04,0.9,9.2
0.04,0.92,9
0.04,0.94,9.1
0.04,0.96,9
0.04,0.98,9
0.04,1,9
0.02,0,13
0.02,0.02,12.7
0.02,0.04,12.5
0.02,0.06,12.1
0.02,0.08,12
0.02,0.1,12
0.02,0.12,12
0.02,0.14,12
0.02,0.16,12
0.02,0.18,12
0.02,0.2,12
0.02,0.22,12
0.02,0.24,12
0.02,0.26,11.8
0.02,0.28,11.8
0.02,0.3,11.2
0.02,0.32,11.3
0.02,0.34,11.1
0.02,0.36,11
0.02,0.38,11
0.02,0.4,11
0.02,0.42,11
0.02,0.44,11
0.02,0.46,11
0.02,0.48,11
0.02,0.5,11
0.02,0.52,10.9
0.02,0.54,10.9
0.02,0.56,10.5
0.02,0.58,10.2
0.02,0.6,10
0.02,0.62,10
0.02,0.64,10
0.02,0.66,10
0.02,0.68,10
0.02,0.7,10
0.02,0.72,10
0.02,0.74,10
0.02,0.76,10
0.02,0.78,10
0.02,0.8,10
0.02,0.82,10
0.02,0.84,9.9
0.02,0.86,9.5
0.02,0.88,9.5
0.02,0.9,9
0.02,0.92,9
0.02,0.94,9
0.02,0.96,9
0.02,0.98,9
0.02,1,9
0,0,13
0,0.02,13
0,0.04,12.9
0,0.06,12.7
0,0.08,12.3
0,0.1,12
0,0.12,12
0,0.14,12
0,0.16,12
0,0.18,12
0,0.2,12
0,0.22,12
0,0.24,12
0,0.26,11.9
0,0.28,11.9
0,0.3,11.5
0,0.32,11.1
0,0.34,11
0,0.36,11
0,0.38,11
0,0.4,11
0,0.42,11
0,0.44,11
0,0.46,11
0,0.48,11
0,0.5,11
0,0.52,10.9
0,0.54,10.6
0,0.56,10.4
0,0.58,10.3
0,0.6,10.1
0,0.62,10
0,0.64,10
